Кратер на обратной стороне Луны назван в честь китайского чиновника, который был (предположительно) первым человеком, побывавшим в космосе. Как его звали?,Ван Ху
У кого из этих командиров есть активный навык «Чары»?	Шарка
Кто из этих командиров лысый?	Рагнар Лодброк
Кто из этих командиров НЕ показан в плаще?	Мехмед II
О каком из этих командиров часто говорят, что он пережил 57 сражений, не потерпев ни одного поражения?	Хонда Тадакацу
Кто из этих командиров носит кольцо на руке?	Грузинская царица Тамар
Кто из этих командиров получит бонус от музейной реликвии «Надпись драконов-близнецов»?	Йи Сон Ге
Какой из навыков мастерства этих командиров является улучшенной версией существующего навыка?	Бьорн Айронсайд
Какие из скульптур этих командиров можно получить, открыв сундук в таверне в Rise of Kingdoms?	Чарльз Мартелл
Какая из этих согласных звучит трелью при произношении по-итальянски?	r
Какая из этих стран НЕ участвовала в Северной Семилетней войне (1563-1570)?	Соединенное Королевство
Через какую из этих стран проходит нулевой меридиан?	Мали
Какая из этих стран оказала наибольшее влияние на развитие кубинской кухни?	Испания
Какая из этих стран НЕ была членом-основателем НАТО (в 1949 году)?	Турция
Какое из этих существ также широко использовалось в качестве своеобразного личного защитного талисмана в Древнем Египте?	Скарабеев
Какое из этих украшений НЕ стоит драгоценных камней?	Дерево сакуры
Какое из этих декоративных сооружений также считается предзнаменованием удачи в китайской культуре?	Китайский дракон
Какой из этих эффектов НЕ вызван навыками Этельфледа?	Лечение легко раненых юнитов
Какие из этих соревнований НЕ являются частью Олимпийских игр?	Автомобильные гонки
Какая из этих женщин-командиров была названа «грузинской волей»?	Грузинская царица Тамар
У кого из этих женщин-командиров в волосах цветы?	Боудикка
Какая из этих областей НЕ входит в список Нобелевских премий?	Математика
Кто из этих деятелей империи Селевкидов был взят в заложники Римом, впоследствии бежал из Рима, а затем вернулся, чтобы захватить трон своей родины?	Димитрий I
Какой из этих фильмов НЕ был снят Питером Уиром?	Отряд
Какую из этих продуктов не мог съесть государственный деятель династии Восточная Хань Цао Цао?	Кукуруза
Какой из этих фруктов изображен на заднем плане для командира Имхотепа?	Банан
Кто из этих богов Древнего Египта был также символом царской власти?	Гора
Кто из этих исторических личностей НЕ был ботаником?	Дмитрий Менделеев
Какое из этих святых мест дает бонус к скорости марша?	Святилище Ветра
Какой из этих ингредиентов используется для приготовления соевого соуса?	Соевые бобы
Какая из них является линией Томоэ Годзэн?	Моя сила пугает даже призраков.
Что из этого является пассивным навыком полководца Тутмоса III?	Завоевание Митанни
Что из этого является неправильным описанием «битвы при Пуатье»?	Кампания проходила во время Первой мировой войны
Что из этого является неверным описанием «Моря Имбриума» на Луне?	В нем содержится некоторое количество осадочной воды
Что из этого является неправильным описанием энергии ветра?	Это не форма возобновляемой энергии
Какое из них считается основополагающим произведением французского драматурга Мольера?	Тартюф
Что из этого можно найти в Золотом сундуке альянса?	1 000 индивидуальных кредитов
Что из этого НЕ является крахом технологий альянса?	Военный
Что из этого НЕ относится к категории почтовых отчетов?	Сбор
Что из этого НЕ является пассивным навыком командира Минамото но Ёсицунэ?	Достойный человек
Что из этого не является мастерством генерала Чероли Кейры?	Красный хамелеон
Что из этого НЕ является разновидностью японского вагю	Ронгухон Вагю
Что из этого НЕ является типичным этапом очистки сточных вод?	Разряд
Что из этого НЕ является навыком Альянса?	Стремительный марш
Какая из них не является древней цивилизацией Северной и Южной Америки?	Шумеры
Какая из них не является официальной песней ЧМ-2022?	"Тату" Бом де Бола
Что из этого НЕ считается шекспировской трагедией?	Двенадцатая ночь
Кто из них НЕ считается одним из «пяти хороших императоров» династии Нерва-Антонинов Древнего Рима?	Коммодус
Какой из них НЕ считается одним из 8 основных стилей современной китайской кухни?	Кухня Хуайяна
Что из этого НЕ является одним из навыков Цао Цао?	Битва Скорби
Что из этого НЕ является одним из навыков вождя Сероли Астрид?	Поцелуй Языку Пламени
Что из этого не относится к трем сестрам Горгоны из греческого мифа?	Перга
Какая из них НЕ является одной из выигрышных стратагем, перечисленных в древнекитайском военном учебнике «Тридцать шесть стратагем»?	Стратегия «пустого форта»
Что из этого не является частью Святой Троицы в христианстве?	Мать
Кто из них НЕ является ребенком Зевса в греческой мифологии?	Гера
Что из этого является одним из активных навыков Дяочаня?	Танец Хаоса
Какой из них является одним из "Активных навыков" Минамото-но Ёсицунэ?	Кёхатирю
Какой из них является одним из четырех фундаментальных элементов природы, по мнению многих древнегреческих философов?	Ветер
Какой из них является самым посещаемым художественным музеем в мире за последние годы?	Лувр
Какой из них является национальным цветком Индии?	Лотос
Какой из них используется для сплочения войск Альянса?	Замок
В каком из них Ли Сонг-Ге является экспертом?	Гарнизон
Какой из этих островов считается родиной минойской цивилизации?	Крит
Какие из этих предметов НЕЛЬЗЯ получить, победив варваров?	VIP-очки
Какие из этих предметов НЕЛЬЗЯ купить в Таинственном купеческом бутике?	Страница паспорта
Какие из этих предметов НЕЛЬЗЯ получить из сундука со снаряжением в таверне?	60-минутное ускорение тренировки
Какие из этих предметов нельзя получить из сундука со снаряжением?	Фолианты знаний
Какие из этих предметов НЕЛЬЗЯ получить из Сундука с камнями Альянса?	Серебряные ключи
Какой из этих предметов содержит полезную информацию о том, как древний египтянин может перейти в мир иной после смерти?	Книга мертвых
Какой из этих предметов можно выбрать из сундука с ресурсами «Выбери один» 3-го уровня?	150 000 ед.
Какие из этих легендарных фраз НЕ приписываются командиру Эль Сиду?	За честь и империю!
Кто из этих тренеров руководил пятью командами Кубка мира?	Бора Милутинович
Какие из этих материалов используются для изготовления снаряжения для сбора и поддержания мира?	Кость животного
Какая из этих современных стран НЕ находится на исторической территории цивилизации майя?	Доминиканская Республика
Кто из этих мореплавателей первым прибыл в Бразилию?	Педро Альварес Кабрал
Какая из этих Нобелевских премий была присуждена Марии Кюри в 1903 году?	Нобелевская премия по физике
Какой из этих романов является первым в истории японским художественным произведением, основанным на легенде о короле Артуре?	Кайро-ко
Какой из этих романов НЕ был написан Маргарет Этвуд?	Цветы для Элджернона
Штаб-квартира какой из этих организаций находится в Женеве?	Управление Верховного комиссара ООН по делам беженцев
Кто из этих людей не получил Нобелевскую премию по физике в 2022 году?	Карл Барри Шарплесс
Кто из этих философов не был сторонником философской школы кинизма?	Сократ
Какое из этих растений НЕДОСТУПНО в качестве декоративной постройки?	Персиковое дерево
Какая из этих пьес не была написана древнегреческим трагиком Еврипидом?	Антигона
Кто из этих польских пианистов был также премьер-министром Польши?	Игнаций Ян Падеревский
Кто из этих художников эпохи Возрождения не был родом из Италии?	Шекспировский
Какие из этих наград НЕ будут вручены игроку, занявшему первое место в сезоне в Каньоне Сансет?	Ослепительная скульптура звездного света
Какая из этих рек протекает через Африку?	Нил
Какая из этих рек находится в Азии?	Евфрат
Кто из этих командиров РК родом из Чероли?	Кира
Какая из этих скульптур была работой древнегреческого скульптора Фидия?	Статуя Зевса в Олимпии
Какие из этих навыков, принадлежащих командиру Сунь Цзы, усиливаются после пробуждения?	Военное искусство
Какой из этих видов акул также известен как «акула Годзиллы»?	Dracopristis hoffmanorum
Кто из этих звезд не принял участие в церемонии открытия ЧМ-2022?	Шакира
Какая из этих структур позволяет разведчикам и защитникам города лучше следить за окружающей обстановкой?	Каланча
Какие из этих технологий можно исследовать в Академии, чтобы ускорить сбор еды на карте?	Коса
Какой из этих терминов также использовался древними египтянами для обозначения самих себя?	Скот Ра
Какой из этих типов местности накладывает небольшой штраф на защиту войск на карте «Холм сокровищ» в «Чемпионах Олимпии»?	Вихрь
Какие из них были созданы Леонардо да Винчи?	«Тайная вечеря», «Мона Лиза»
Кто из этих несчастных был единственным человеком, который страдал от карликовости и гигантизма?	Адам Райнер
Какой из них НЕ был распространенным типом сада в Древнем Египте?	Скверы
Кто из них НЕ был греческим поэтом?	Адонис
Кто из них был единственным полководцем, победившим Кира Великого в бою?	Томирис
Какая из них была первой в мире космической станцией?	Салют 1
Какая из этих женщин НЕ считается одной из «четырех красавиц» древнего Китая?	Бао Сы
Действие какого из этих произведений не происходит во время Троянской войны?	Антигона
Какое из этих произведений японской литературы моногатари описывает легенду о «Кагуя-химэ»?	Повесть о резчике бамбука
Какая из этих работ НЕ была написана философом Фридрихом Ницше?	Комментарии к Галльской войне
Что из этого НЕ БУДЕТ наказанием за неспособность полностью извлечь все ресурсы из ресурсной точки?	Страдание от нападения варваров
Кто из этих писателей считается представителем абсурдизма?	Альбер Камю
Какая официальная мера объявляла преступлением предоставление Мартину Лютеру еды или крова?	Эдикт Вормса
Какой орган растения картофеля мы обычно едим?	Стебель
Какой игрок «Пари Сен-Жермен» играет в Rise of Kingdoms?	Маркиньос
Какой период европейской истории, длившийся с 1300 по 1600 год, ознаменовался возрождением интереса к классической культуре и привел к далеко идущим изменениям в искусстве, образовании и взглядах на мир?	Эпоха Возрождения
Какой фараон построил Изогнутую пирамиду?	Снофру
Какой фараон издал указ, изображенный на Розеттском камне?	Птолемей V
Какой фараон приказал построить храмы в Абу-Симбеле?	Рамсес II
Какой философ сказал: «О чем нельзя говорить, о том надо молчать»?	Витгенштейн
Какой философ написал «Утопию»?	Платон
Какая планета в нашей Солнечной системе находится ближе всего к Солнцу?	Ртуть
Какая планета в нашей Солнечной системе вращается быстрее всего?	Юпитер
Какой поэт написал: «Германия. Зимняя сказка"?	Гейне
Какой поэт написал «Теогонию», описывающую происхождение и генеалогию греческих богов?	Гесиод
Какой португальский мореплаватель отплыл от мыса Доброй Надежды в Индию?	Васко да Гама
Какой португальский исследователь был первым европейцем, достигшим южной оконечности Африки?	Бартоломеу Диаш
Какая привилегия зарезервирована для титулованных офицеров (не обычных офицеров)?	Возможность проверить онлайн-статус участников альянса
Какой выдающийся государственный деятель был первым генералом сёгуната Эдо в конце периода Воюющих царств Японии?	Токугава Иэясу
Какая пирамида считается единственным сохранившимся чудом древнего мира, сохранившимся до наших дней?	Пирамида Хуфу
Какое редкое животное использует WWF в качестве своего логотипа?	Панда
Какой римский император был назван Августом после окончания гражданской войны?	Гай Октавий
Представителем какой школы живописи был бы Жорж Сёра?	Пуантилизм
Какую школу мысли основал китайский философ Лао-цзы?	Даосизм
Какой атрибут разведчика НЕЛЬЗЯ усилить, улучшив лагерь разведчиков 11 уровня?	Количество скаутов
Каким шрифтом был выгравирован на камне Кодекс Хаммурапи?	Клинопись
Какую скульптуру Марк Твен когда-то назвал «самым скорбным и трогательным куском камня в мире»?	Люцернский лев
Какая звезда играла на чемпионатах мира 1994 и 2010 годов?	Ригоберт Сонг
Какая звезда была самым возрастным игроком, забившим гол на чемпионате мира?	Роджер Милла
Какое государство создало самую раннюю форму бумажных денег?	Древний Китай
В каком штате находится компания Уолта Диснея?	Калифорния
Какое государство первым изобрело и использовало папирус в качестве письменного материала?	Египет
Какая команда сыграла только один матч на чемпионате мира?	Индонезия
Какая команда дебютировала на чемпионате мира в 2022 году?	Катар
Какая команда была единственной бывшей победительницей чемпионата мира, которая не смогла пройти квалификацию на чемпионат мира 2022 года?	Италия
Какая команда заняла 4-е место на чемпионате мира 2018 года?	Англия
Какая технология появится непосредственно перед тяжелой кавалерией?	Чешуйчатая броня
Какая технология предшествует Pavise?	Бодкин Эрроуз
Какая технология появится прямо перед Swordsman?	Обработка чугуна
Какие три страны примут чемпионат мира по футболу 2026 года?	США, Канада и Мексика
Какой титул носил основатель Международного олимпийского комитета Пьер де Кубертен?	Барон
Какое племя претендует на владение лесом Такра, который нужно пересечь, чтобы добраться до королевства Караку?	Клан Кровавой Ярости
Какое трио нападающих родом из 3 разных стран?	Месси, Суарес, Неймар
Какой тип войск получает усиление от украшения «Скрытый лотос»?	Конница
Какие типы войск получат усиление от темы города «Пасхальная вечеринка»?	Лучник
Какие два животных символически украшали двойную корону, которую носили фараоны?	Кобра и стервятник
Какие два водоема соединяет Суэцкий канал?	Средиземное море, Красное море
Какие два города соединяет мост Дома Луиша I в Португалии?	Порту, Вила-Нова-де-Гайя
Какие два английских игрока забили в финале чемпионата мира 1966 года между Англией и Германией?	Мартин Питерс и Джефф Херст
Какие два океана соединяет Панамский канал?	Тихий и Атлантический океаны
Какие две стороны сражались друг с другом в битве при Микатагахаре?	Такэда Сингэн и Токугава Иэясу
Какие две команды дебютировали на чемпионате мира в 2018 году?	Исландия и Панама
Какие святые места дают бонусы к атаке войск?	Алтарь Пламени
Какой тип стихийного бедствия измеряется по шкале Рихтера?	Землетрясение
Какой тип камня древние египтяне добывали в основном в дельте Нила?	Известняк
Какой отряд получает значительное преимущество от навыка Сунь Цзы «Мастер-стратег»?	Пехота
В руководстве какого типа отрядов Цао Цао преуспевает?	Конница
Какой тип юнитов силен против лучников?	Конница
Какой тип юнитов силен против кавалерии?	Пехота
Какой тип юнитов силен против пехоты?	Лучники
Дефицит каких витаминов может вызвать куриную слепоту?	Витамин А
Какая война положила конец правлению дома Плантагенетов и положила начало правлению Тюдоров в Англии?	Война Алой и Белой розы
Какая война велась между британскими домами Ланкастеров и Йорков за трон Англии?	Война Алой и Белой розы
Каким был маяк, построенный после того, как Македония завоевала Египет, и который был одним из семи чудес древнего мира?	Александрийский маяк
Какой был первый фильм актера Чарли Чаплина?	Зарабатывая на жизнь
Какие два строительных материала были наиболее популярны в древнеегипетской строительной индустрии?	Сырцовый кирпич и камень
В то время как Гутенберг представил печатный станок в Европе, на его изобретение повлияла страна, которая первой разработала подвижный шрифт?	Китай
Кому «принадлежит» остров Пасхи?	Чили
Кто автор романа «Уже не человек»?	Осаму Дазай
Кто автор трагедии «Медея»?	Еврипид
Кто вышел победителем из «Битвы при Гастингсе»?	Вильгельм Завоеватель
Кто придумал идею троянского коня? Кто победил в Троянской войне?	Одиссей; Греки
Кто командовал армией нового образца, основанной парламентом во время гражданской войны в Англии?	Кромвель
Кто сочинил сказки, вошедшие в «Сказки братьев Гримм»?	Братья Гримм
Кто завоевал «Королевство вандалов и алан» в Вандальской войне?	Велизарий
Кто создал знаменитую скульптуру «Мыслитель»?	Огюст Роден
Кто победил Сфинкса согласно греческой легенде?	Эдип
Кто спроектировал "Османскую пушку"?	Городской
Кто разработал нынешний трофей чемпионата мира?	Сильвио Гаццанига
Кто спроектировал пирамиду Джосера, первую древнюю пирамиду со ступенчатой конструкцией?	Имхотеп
Против кого Боудикка повел племена Британии в восстание?	Римская империя
С кем Франция играла в четвертьфинале чемпионата мира 2006 года в Германии?	Бразилия
Кто снял фильм «Весна в маленьком городе»?	Фэй Му
Кто первым ввел юлианский календарь в Риме?	Юлий Цезарь
Кто вместе с Цезарем и Помпеем составил Первый триумвират?	Красс
Кто основал «Малаккский султанат»?	Парамешвара
Кто основал «Испанскую армаду»?	Филипп II
Кто основал Первую Персидскую империю?	Кир Великий
Кто основал династию Чосон?	Йи Сон Ге
Кто основал сёгунат Камакура?	Минамото-но Ёритомо
Кто основал Королевство Астурия?	Пелагиус
Кто произнес знаменитую речь «У меня есть мечта»?	Мартин Лютер Кинг
Кому принадлежит рекорд по количеству голов, забитых на одном чемпионате мира, - 13 голов?	Просто Фонтейн
Кто был инициатором первого Соляного похода?	Махатма Ганди
Кто изобрел печатный станок?	Иоганн Гутенберг
Кто изобрел первый в мире полноразмерный автомобиль?	Николя-Жозеф Кюньо
Кого считают «отцом современных Олимпийских игр»?	Пьер де Кубертен
Кто несет ответственность за то, что доблестные воины попадают в Вальхаллу после смерти в скандинавской мифологии?	Валькирия
Кто такой «бог любви» в скандинавской мифологии?	Фрейя
Кто такой «бог смерти» в древнегреческой мифологии?	Танатос
Кто такой «Бог войны» в древнегреческой мифологии?	Арес
Кто супруга индуистского божества Вишну?	Лакшми
Кто такой Бог Сна в древнегреческой мифологии?	Гипнос
Кто такой бог солнца в древнегреческой мифологии?	Аполлон
Кто такой бог грома в скандинавской мифологии?	Тор
Кто такая богиня земли в древнегреческой мифологии?	Гея
Кто такая греческая богиня ночи?	Никс
Кто такой индуистский бог разрушения, также известный как «Космический танцор»?	Шива
Кто муж Матильды Фландрской?	Вильгельм I
Кто царь богов в греческой мифологии?	Зевс
Кто такой Царь Царства?	Лидер Альянса, завоевавшего Затерянный храм
Кто является самым долгоиграющим тренером в истории ФК «Арсенал»?	Арсен Венгер
Кто смертельный враг полководца Саладина?	Ричард I
Кто является матерью Купидона, бога любви с детским лицом в римской мифологии?	Венера
В честь кого названа северная трибуна на «Олд Траффорд»?	Сэр Алекс Фергюсон
Кто самый возрастной игрок, сыгравший в матче чемпионата мира?	Эссам Эль-Хадари
Кто является единственным тренером, который дважды выигрывал чемпионат мира в качестве тренера?	Витторио Поццо
Кто является единственным игроком, сыгравшим в трех финалах чемпионатов мира подряд?	Кафу
Кто является покровителем и защитником Афин в древнегреческой мифологии?	Афина
В честь кого названа южная трибуна на «Олд Траффорд»?	Сэр Бобби Чарльтон
Кто самый молодой игрок на ЧМ-2022?	Юссуфа Мукоко
Кто самый молодой игрок, сыгравший в матче чемпионата мира?	Норман Уайтсайд
Кто убил Гектора и как умирает Ахилл?	Ахилл; Стрела пронзила его пятку
Кто убивает Одина, царя богов, во время Рагнарёка в скандинавской мифологии?	Фенрир
Кто возглавлял королевство Пруссия в Семилетней войне?	Фридрих II
Кто заказал изготовление гражданской рукописи, известной в народе как Книга Страшного суда?	Вильгельм I
Кому принадлежало все в древнеегипетских царствах?	Фараон
Кто написал «Тайную вечерю»?	Леонардо да Винчи
Кто написал «Мону Лизу»?	Леонардо да Винчи
Кто предложил философскую идею «Я мыслю, следовательно, я существую»?	Декарт
Кто забил знаменитый гол, известный как «рука Бога»?	Диего Марадона
Кого считали прототипом Короля Червей в покере?	Карла великого
Кого называли «Наполеоном преступности» в некоторых рассказах о Шерлоке Холмсе?	Профессор Мориарти
Кто был учителем Платона?	Сократ
Кто был автором «Истории Пелопоннесской войны»?	Фукидид
Кем был вождь племени Сероли, который изначально обращался за помощью к губернаторам?	Торгный
Кто был режиссером игры, получившей награду «Игра года» на The Game Awards 2022?	Хидетака Миядзаки
Кем был император Первой французской империи?	Наполеон Бонапарт
Кто был отцом Эдуарда Вудстокского?	Эдуард III
Кто был отцом Ганнибала?	Гамилькар Барса
Кто был отцом франкского короля Пипина Короткого?	Чарльз Мартелл
Кто был первым космонавтом, вышедшим в открытый космос?	Юрий Гагарин
Кто был первым астрономом, вычислившим предел Роша?	Эдуард Рош
Кто был первым консулом Римской республики?	Луций Юний Брут
Кто был первым императором Рима?	Гай Октавий Август
Кто был первым европейцем, достигшим мыса Доброй Надежды?,Бартоломеу Диаш
Кем была первая человеческая женщина, созданная Гефестом в греческой мифологии?,Пандора
Кто был первым итальянцем, получившим Притцкеровскую архитектурную премию?,Альдо Росси
Кто был первым японским писателем, получившим Нобелевскую премию по литературе?,Ясунари Кавабата
Кто был первым человеком, выигравшим чемпионат мира в качестве капитана и тренера?,Франц Беккенбауэр
Кто был первым из детей Генриха VIII, правившим Англией?,Эдуард VI
Кто был первым султаном династии Айюбидов?,Саладин
Кто был первой женщиной, ставшей военным летчиком в мире?,Сабиха Гёкчен
Кто была первой женщиной, получившей Нобелевскую премию?,Мария Кюри
Кто был первым талисманом чемпионата мира?,Кубок мира Вилли
Кто был основателем империи Ахеменидов?,Кир Великий
Кто был основателем Бакуфу Эдо в Японии?,Токугава Иэясу
Кто был основателем Монгольской империи?,Чингисхан
Кем был греческий и фракийский бог вина?,Дионис
Кто был последним императором всея Руси?,Николай II
Кто был последним императором Священной Римской империи?,Франциск II
Кем была последняя женщина-параон династии Птолемеев?,Клеопатра VII
Кто был лидером Западной армии во время битвы при Сэкигахара, которая произошла в период Сэнгоку в Японии?Исида Мицунари
Кто был тренером, который привел немецкую команду к титулу на чемпионате мира в Бразилии в 2014 году?,Йоахим Лёв
Кто был тренером, который привел западногерманскую команду к титулу на чемпионате мира 1990 года?,Франц Беккенбауэр
Кто был единственным королем Англии, который был казнен?,Карл I
Кто был единственным президентом США, который пробыл более 2 сроков?,Франклин Д. Рузвельт
Кто стал лучшим бомбардиром чемпионата мира 2002 года, проходившего в Корее и Японии?,Роналду
Кто был победителем в битве при Туре в 732 году н.э.?,Чарльз Мартелл
Кто был первым альпинистом в истории, достигшим вершины Эвереста?,Тенцинг Норгей и Эдмунд Хилари
Кем были две воюющие стороны в битве при Фермопилах?,Греки и персы
Кто выиграл чемпионат мира по футболу 1998 года, проходивший во Франции?,Франция
Кто выиграл чемпионат мира по футболу среди женщин 2019 года, проходивший во Франции?,Соединенные Штаты Америки
Кто получил награду лучшему молодому игроку на ЧМ-2018?,Килиан Мбаппе
Кто выиграл первый чемпионат мира?,Уругвай
Кто завоевал «Золотой мяч» на чемпионате мира по футболу 2018 года, проходившем в России?,Лука Модрич
Кто написал «Историю животных»?,Аристотель
Кто написал "Human, All Too Human"?,Ницше
Кто написал «Отверженных»?,Виктор Гюго
Кто написал «Энеиду», первую эпическую поэму в западной литературе?,Вирджил
Кто написал «Симпозиум»?,Платон
Кто написал «Приключения Алисы в стране чудес»?,Льюис Кэрролл
Кто написал «Историю Пелопоннесской войны», исторический отчет о титульной войне?,Фукидид
Кто написал «Искусство войны»?,Сунь Цзы
Кто написал оперу «Кармен»?,Жорж Бизе
Кто написал известную книгу «Краткая история времени»?,Стивен Хокинг
Кто написал известную книгу «Сапиенс: краткая история человечества»?,Юваль Ной Харари
Кто написал знаменитый научно-фантастический сериал «Дюна»?,Фрэнк Герберт
Чья автобиография «Жить, чтобы рассказывать сказки» принесла им Нобелевскую премию по литературе?,Габриэль Гарсиа Маркес
Чья красота, как говорят, была причиной Троянской войны?,Хелен
Чье стихотворение «Бесплодная земля» принесло им Нобелевскую премию по литературе?,Т.С. Элиот
В честь чьей победы было написано оркестровое произведение «Увертюра 1812 года»?,Российская империя
Почему положительные черты с большей вероятностью передаются потомству?,Потому что у них больше шансов выжить и размножаться
Почему лягушки и другие организмы производят так много яиц/потомства?,Чем больше потомства произведено, тем больше шансов, что оно выживет
Почему употребление кофе заставляет людей чувствовать себя более бодрыми?,Содержит кофеин
Почему британская медсестра Флоренс Найтингейл была известна как «Леди с лампой»?,Она осматривала пациентов по ночам
Почему цинга когда-то была распространенной проблемой для моряков?,Нехватка свежих фруктов и овощей в дальних путешествиях
Почему Мертвое море получило такое название?,Вода с высоким содержанием соли не позволяет растениям и животным процветать рядом с ней
Почему нос и корма драккаров викингов были симметричными?,Быстрое изменение направления движения без разворота
С кем Минамото-но Ёсицунэ собрал армию для борьбы с Тайра-но Киёмори?,Минамото-но Ёритомо
Сколько очков действия может быть у губернатора без использования баффов?,1000.0
Работа над каким из этих соборов началась в Копенгагене в 1877 году?,Церковь Святого Павла
Вы можете помогать своим союзникам строить/улучшать здания, исследовать технологии и лечить войска. Но насколько каждое вспомогательное действие заполняет шкалу прогресса?,0.01
